Text sin stop words,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
"UGLY TRUTH : 

 talk like THUG , act like THUG , walk like THUG , live like THUG ... die like THUG ! 

 "" Live sword die sword . "" - "" hate player , hate game ! "" 

 innocent little child walking street got shot . blame parents look individual case adult .  

 kind music listen ? 
 kind videos view ? 
 role models ? 
 environment affect ? 
 enablers ? 
 associate ? 
 importantly , accountable actions ? Unfortunately , day , chose wrong pathway fate .  

 rob store shoplifting . Heck , borrowing permission .  

 crime probably unrecorded ( caught ) negative actions Mike Brown ( MB ) . assault human consequences . "" playing , big deal , childish "" . real folks . riots , looting , attacks , threats MB . culture feel entitled use excuse propaganda find excuse commit crimes "" Justice - Peace ! "" 

 Hands - Shoot ! "" - culture needs STOP , "" Pants ground , Pants Ground , Looking like Fool , Pants Ground ! Hat turned Sideways , Gold mouth , Looking like Fool , Pants Ground ! "" 

 Let , RACE ! LACK JUSTICE !  

 JUSTICE , naturally street , usually end tragedy . result immature respect THUG believed use size intimidate . probably school know street . 

 --------- REAL PARENTS ( ) called MB "" Childish "" . , childish behaviors . behaviors felonious criminal . frank , probably cost life different time . REAL PARENTS stated , "" son . wrong store clerk . fact , evidence shows son assaulted officer , posed threat going officer shots fired ... son rest peace actions condone consequence choices actions . unconditionally love son . , forgive officer . apologize store clerk hope family people learn , actions live dictate consequences , positive negative . like support alternate methods event happen non - lethal weapons rubber bullets , taser , mace , etc . ----------- truly support change - SILENCE - VIOLENCE . 

 sugar coat . human , race , need accountable .  

 Lastly , officer racist shoot MB rhyme reason , fact , targeted MB & DJ black , decided gun MB ( ) surrendered peacefully hands raised , MB support cause . 

 unfortunately , evidence far support paragraph .  

 Question 1 : reaction , officer female ? 

 Question 2 : reaction , officer Black / African American ? 

 Question 3 : reaction , Mike Brown gunned peer race ? 

 Question 4 : reaction , Mike Brown White ? 

 Question 5 : end result ( death ) , Mike Brown productive home , work , school running streets ? 

 people : 

 "" world dangerous sincere ignorance conscientious stupidity . "" - Martin Luther King , Jr. 
 think safe , living dangerous times simple fact proving   Martin Luther King , Jr. quote .   Unfortunately , coming race supporting lost cause . 

 people cry wolf ... 

 MJ 

 Repost!﻿",1,0,0,0,0,1,1,0,0,0,0,0
"People blacks play victim . 

 according comments fault   elected officals racists . 

 Whites good thing going Missouri racist .  

 white folks point fingers .  
 punk bitches power .  

 goin racism . 

 Deport .  

 ",1,0,0,0,0,1,1,0,0,0,0,0
"Protest converted riot majority people wanted . fooled politicians ,   play games common man . care save humanity . Peace !",0,0,0,0,0,0,0,0,0,0,0,0
"Worst TestTube video : inequality choice : ( "" white flight "" ) , change demographics , etc . remaining residents : VOTE nominees city council meetings grievances councilmen , etc . , supposedly "" post - racial era "" America , race leaders matter ? Oh , BTW , title asked caused riots : accounts answer - - town LAWBREAKERS .",0,0,0,0,0,0,0,0,0,0,0,0
punk blasted reason ! ! cop shoot ! !,1,1,0,0,0,0,0,0,0,0,0,0
"lot people entire media missing huge crucial point : Micheal Brown stopped place ? ? ? day happened , officer said Mike Brown walking street . days later , robbed convenience store . Despite fact owner says store robbed . officer apparently fear life . PD claims "" seriously injured "" altercation Mike Brown . video showing officer , perfectly fine , standing Mike body hour shooting . , Mike body 35 feet away officer Mike apparently "" charged "" . Man , police shit . shit , bigot fucking idiot .",1,1,0,0,1,0,0,0,0,0,0,0
black . piece came bit stiff repeated use African American .,0,0,0,0,0,0,0,0,0,0,0,0
live St. Louis scary .,0,0,0,0,0,0,0,0,0,0,0,0
"Ferguson like American city prison . residents feel mistreated , discriminated , subjected illegall search seizure advice ! country vast confident find great nation find place happy successful .",0,0,0,0,0,0,0,0,0,0,0,0
"believe correct word caucasian "" white "" . Let correct regard . Great report . love videos .",0,0,0,0,0,0,0,0,0,0,0,0
"France , military , taught use lethal weapon uses similar / equal superior lethal weapon defend ; superior weapon / allowed . 
 think Noble French concept . B )",0,0,0,0,0,0,0,0,0,0,0,0
"start teaching blacks law education important , instead   treating special snowflakes ?",1,0,0,0,0,1,1,0,0,0,0,0
agree report certainly think events went Ferguson need investigated . statistics support targeting particular race number stops searches certainly explained away fact population region particular race given greater opportunity stopped likely going race . think analysis need conducted collation . saying race factor . saying statistics misleading need considered thoughtfully stating support statement .,0,0,0,0,0,0,0,0,0,0,0,0
"funny doctors push drugs legal , tho prescription drugs abused , minorities locked years marijuana known beneficial economy . war drugs started government supplies streets day . Racial profiling stupid . Caucasians commit mass shootings searched malls , movie theaters , schools etc",0,0,0,0,0,0,0,0,0,0,0,0
"implying Ferguson black , elected appointed officials white , means majority people Ferguson represented ? black population happen voted support white officials ? median income lower MO , population black , statistic ?",0,0,0,0,0,0,0,0,0,0,0,0
"  Ridiculous liberal tripe meant divide race / class barriers 

 Blacks(I refuse use word African American ) oppressed local Government community band vote . Vote blacks .   live Democratic Republic . 
    Sorry , arguments excuses criminal stats result large black community(68 % ? ) .   Blacks need stop listening Democrats preach , "" win deck stacked "" oppressive lifestyle . rise current conditions cling liberal excuses . color skin , overall presentation .  ",0,0,0,0,0,0,0,0,0,0,0,0
". 
 way black people behave wonder Ferguson shitty place . 
 black people fucking lazy . 
 saying countless examples life : 
 1 . grandmother got black house nurse bitch day . grandmother complained agency sent different woman ( black ) cleaned entire house 4 hours . 
 2 . mom works hospital nurse black co workers constantly lazy . 
 . black people like ( best friends black like like brother ) . fucks expect want ancestors slaves .  
 , Hitler killed   ancestors , sagging pants crying like stupid bitch like stupid black people ? 

 inequality representation probably ( ) black people generally lazy lack skills required hold positions .  
 household income ties previous point ( lazy / lacking skill = lower income jobs ) . 
 dropout rate school need taken black people   Ferguson , , , hold high paying job graduate fucking high school ? 
 80 % worse healthcare tied low income . money = better doctors . 
 inequality enforcement , completely unfair , , looking black officers frisk black people , hmmmm ..... interesting ? maybe .",1,1,0,1,1,1,1,0,0,0,0,0
wrong majority black community vote sense inequality city government .,0,0,0,0,0,0,0,0,0,0,0,0
wrong voice ?,0,0,0,0,0,0,0,0,0,0,0,0
"people fuck America , American fucking hate .",1,1,0,0,1,0,0,0,0,0,0,0
Bill Cosby caused,0,0,0,0,0,0,0,0,0,0,0,0
"Justice Department audited Ferguson Police Department found 180 counts excessive use police force African - Americans   2009 - 2014 .    addition , found 7 emails containing discriminatory language Department computers .    Federal government pursuing   criminal case   Ferguson Police Department .    wonder Bob McCulloch try defend .",0,0,0,0,0,0,0,0,0,0,0,0
wrong audio ?,0,0,0,0,0,0,0,0,0,0,0,0
flat racist race represent equally . majority blacks voted white people mean blacks voted vote best interest ? elected white official represent black voters / office ?,0,0,0,0,0,0,0,0,0,0,0,0
"report ' Inequality Enforcement ' statistics found description , : 
 http://ago.mo.gov/VehicleStops/2013/reports/161.pdf 

 questioning math , check , teach basic algebra ! numbers proportional . video scratches surface , encourage supplemental research wish know .",0,0,0,0,0,0,0,0,0,0,0,0
dislikes ? White people offended ? thought racism issue anymore .... think,1,0,0,0,0,1,1,0,0,0,0,0
come ' blacks ' African Americans European American ' whites ' ?,0,0,0,0,0,0,0,0,0,0,0,0
"  IDIOT reporter survey percent blacks involved following:- Gang Activities 
 ShopLifting 
 Car Jacking 
 Robberies 
 Robberies assault 
 Teenage Pregnancies",1,1,0,0,0,1,1,0,0,0,0,0
""" racism , , equally worthless ! "" - Metal Jacket",0,0,0,0,0,0,0,0,0,0,0,0
"TestTube . explain blacks stopped searched whites ? whites 29 % population searched 6.9 % time blacks 67 % population searched 12.1 % time , pretty obvious whites likely searched . want explain find team actually remembers basic grade school math ? wrong video explained . Seriously , enjoy watching channel , bias strong want unsubscribe .  ",0,0,0,0,0,0,0,0,0,0,0,0
"majority people Ferguson African American elected officials African American ? mayor , city council , police chief elected officials .   people community stepping fill roles ?",0,0,0,0,0,0,0,0,0,0,0,0
favorite test tube video far .,0,0,0,0,0,0,0,0,0,0,0,0
"heard Billionaire funded organised riots , fucken suck joke",1,1,0,0,1,0,0,0,0,0,0,0
slow ! nt tell sped Ms Scully talking quickly . Great video great information little fast .  ,0,0,0,0,0,0,0,0,0,0,0,0
nt agree police action kill boy mean protest looting destroying neighbourhood . stupid makes people want support struggle .,0,0,0,0,0,0,0,0,0,0,0,0
Fucking savages ! Protest sumthing real ... Like government robbing sendin kids elegal WAR ! laughing stock America congrats !,1,1,0,0,0,0,0,0,0,0,0,0
came read racist comments lol,0,0,0,0,0,0,0,0,0,0,0,0
sure people protesting actually protesting believe people taking advantage sad situation cause chaos damage hurting community,0,0,0,0,0,0,0,0,0,0,0,0
need come togather,0,0,0,0,0,0,0,0,0,0,0,0
nt peacefully protest .. burn car lol,0,0,0,0,0,0,0,0,0,0,0,0
"section ladies gentlemen , black people misbehaving . wonder happen rioted court decisions way .",1,0,0,0,0,1,1,0,0,0,0,0
Dirtbags . Including CNN,1,1,0,0,0,0,0,0,0,0,0,0
protesters throwing stuff reporters,0,0,0,0,0,0,0,0,0,0,0,0
Guy @ 0:34 got hard .....,0,0,0,0,0,0,0,0,0,0,0,0
"watched kept muttering shoot , shoot , pull trigger . Rubber bullets hurt like MFer .",1,1,0,1,0,0,0,0,0,0,0,0
Send france,0,0,0,0,0,0,0,0,0,0,0,0
Fun Fact : live ammo guns rubber slugs,0,0,0,0,0,0,0,0,0,0,0,0
fucking brain dead let Nazi police scum bags,1,1,0,1,0,0,0,0,0,0,0,0
""" Dis furgusun de unitid stateth o ' murka ! "" - Retard starts violent protest tries pawn ' police state ' lie cops arrive .",1,1,0,1,0,0,0,0,0,0,0,0
GOD bless Police .,0,0,0,0,0,0,0,0,0,0,0,0
"USA land free baby . HAHAHAHA ! people living USA , thankful everyday . worse country earth .",1,0,0,0,0,1,1,1,0,0,0,0
Virginia ?,0,0,0,0,0,0,0,0,0,0,0,0
wow need shit straight weapons pointed vid ready position riot understandable course action knows,0,0,0,0,0,0,0,0,0,0,0,0
dumber people earth americans,1,0,0,0,0,1,1,1,0,0,0,0
.16   screw price crap thinks cool disrespect AMERICAN FLAG .,1,1,0,0,0,0,0,0,0,0,0,0
shoot ask questions later hahahahahaha,1,1,0,1,0,0,0,0,0,0,0,0
police ? army ....,0,0,0,0,0,0,0,0,0,0,0,0
shot,1,1,0,1,0,0,0,0,0,0,0,0
"true dictatorship ! Let wait check coutries start sanctioning U.S government ? guess countries , USA corrupted countries world Russia China .",1,1,0,1,0,0,0,0,0,0,0,0
"point think cop points gun , know , told , provoked .",0,0,0,0,0,0,0,0,0,0,0,0
techno party ! ! !,0,0,0,0,0,0,0,0,0,0,0,0
awesome job law enforcement send disrupt & tear Islamic extremist radicals America thanks ....,1,0,0,0,0,1,0,0,0,0,1,0
bad weapons discharged,1,1,0,1,0,0,0,0,0,0,0,0
"obama hos face cities , supported ...... sad",0,0,0,0,0,0,0,0,0,0,0,0
"Wait , rioting ? people standing boredly sidewalk , guys guns middle traffic ?",0,0,0,0,0,0,0,0,0,0,0,0
Police cleaned mess quick ! Nice .,1,1,0,1,0,0,0,0,0,0,0,0
find satisfying reason,1,1,0,1,0,0,0,0,0,0,0,0
Confederation ill ?,0,0,0,0,0,0,0,0,0,0,0,0
"guns use rubber bullets , stupid Russian news channel",1,1,0,0,0,0,0,0,0,0,0,0
Perfect police,0,0,0,0,0,0,0,0,0,0,0,0
Protesters suck,1,1,0,0,1,0,0,0,0,0,0,0
"rocket launcher care lightly armored vehicle , lol",1,1,0,1,0,0,0,0,0,0,0,0
bad riot shotguns loaded live rounds .,1,1,0,1,0,0,0,0,0,0,0,0
Time test police guns fire fire .,1,1,0,1,0,0,0,0,0,0,0,0
Buy ak47 shoot USA copa,1,1,1,0,0,0,0,0,0,0,0,0
"Ah , beautiful .",1,1,0,1,0,0,0,0,0,0,0,0
Kill protesters,1,1,1,0,0,0,0,0,0,0,0,0
think guys profiting standoff caring .,0,0,0,0,0,0,0,0,0,0,0,0
Blue lives let matter send BLM commies streets,1,0,0,0,0,1,1,0,0,0,0,0
"cops . protesters steal , destroy things . solving shit",1,1,0,0,1,0,0,0,0,0,0,0
". impose "" gunlaws "" . fact . machine gun , people police . cars body protection like tanks . wanted .",0,0,0,0,0,0,0,0,0,0,0,0
"shit serving media concocts story , white cop kills innocent black teenager , bullshit , "" black community "" arms , burn shit .. stories useless talking heads camera . week black white crime reported news .. national attention , federal involvement ... wtf ? Black men need stand fathers stop looking excuses .. fuck y .. y .",1,1,0,0,1,1,1,0,0,0,0,0
video actually happen ? simply trying smear young man image . wanted rapper . stole cigars ? video deserves death sentence . released new video Officer Wilson showing injuries . shows Officer Wilson truthful incident . need wait details post bias video . going post video sure accurate . mention friend criminal stated Brown giving . black white witnesses incident stated hands surrendering Wilson shot .,0,0,0,0,0,0,0,0,0,0,0,0
Funny thing government trusted judge . Fucking disgusting .  ,1,1,0,1,0,0,0,0,0,0,0,0
"relevance marijuana ? 

 autopsy shows entry wounds spread body . close range , spread tight , hitting region likely chest area . long range , spread dispersed report wounds underside arms , exposed arms raised "" gesture peace "" IE "" hands away body "" pose . 
 plus powder burns body . 
 far away .",0,0,0,0,0,0,0,0,0,0,0,0
"know crazy .... actually came video bitcoin trying learn knew looked familiar .... took time look Mike Browns personal profiles specifically soundcloud .   think guilty representing wrong light maybe stealing deserve die . fact WHITE people like continued insinuate ridiculous shows clear lack empathy sympathy . like "" animals "" think ..... especially offensive looking videos 3 years later hip / hop rnb ( BLACK CULTURE ) biggest thing media nt understand perspectives . Trayvon Martin making lean videos shows ignorant truly . Sprite Fanta CARBONATED DRINK making lean .... tea ....",1,0,0,0,0,1,1,0,0,0,0,0
"Stefan , like standup Darren Wilson . events lose integrity clean chit considering incompetent Ferguson police turning .",0,0,0,0,0,0,0,0,0,0,0,0
"typical mindset white people ( white people ) . deserved . , people like Sean Hannity feuling fires prejudice racism . let people influence . want race war start marshall law .",1,0,0,0,0,1,1,0,0,0,0,0
"perform basic snatch grab robbery local convenience store turns strong arm robbery immigrant midget store clerk 30 minutes later lit yahoo cop told fuck middle road proceeded recognized fitting description assailant came radio ; talk Mutherfuckin Karma ! Stealing shit warrant deadly force Karma Bitch fuck ability control direct measures decree ? Ai Mutherfucker puts pant leg time , sure !",1,1,0,0,1,0,0,0,0,0,0,0
sad watch YouTube video non biased report going Ferguson ! Thank !,0,0,0,0,0,0,0,0,0,0,0,0
"dude sure know good bit smoking weeds .    Hmmm . 
 According clown black man somewhat gang factual based photo , justified MURDER UNARMED HUMAN !    ok MF - er  ",1,1,0,0,1,0,0,0,0,0,0,0
injuries cop treated ?,0,0,0,0,0,0,0,0,0,0,0,0
"wonder big crater Thug Brown street met final shot melon . sew ... 

 BLM - Truth Facts Shit Kitchens right directions toilet .",1,1,0,0,1,1,1,0,0,0,0,0
Stefan - fan Rep. M. Rivers,0,0,0,0,0,0,0,0,0,0,0,0
"corrupt police harmed . safe . defend self fighting shooting DEAD , ready , cause !    catalyst ? facts city / town / government / usa , CATALYST . pot boiling years , generation bring equalizer door step , PURGE ; feel effect .  ",1,1,1,1,0,0,0,0,0,0,0,0
Shocking truths come light .  ,0,0,0,0,0,0,0,0,0,0,0,0
"  clearly racists shrill canadian vegatable , plant lives box ivory snow truly knows   Negro race .    ",1,1,0,0,0,0,0,0,0,0,0,0
guys love guy spends 10 minutes telus roll blunt,0,0,0,0,0,0,0,0,0,0,0,0
taser gun need ? ? ?,0,0,0,0,0,0,0,0,0,0,0,0
"@Stefan Molyneux sir , dumbest smart guy . researcher ? Research enitre history Blackman America understand things way . detachted reality comical .",1,1,0,0,0,0,0,0,0,0,0,0
"Yeah course goes college , money comes Pel majority Negros drop half way semester .",0,0,0,0,0,0,0,0,0,0,0,0
white folks asked cop ruin career . answer know away . know chief fellow cops cover . know white folks assholes like excuses slim chance trial kind acquit .,0,0,0,0,0,0,0,0,0,0,0,0
"blacks want respect , speak , act , dress like Huxtable family . want treated prejudice speak , act dress like known gangsters , steal things , act like street !",1,0,0,0,0,1,1,0,0,0,0,0
".       Leaving information giving police report ask info , * * lying omission . outright lying ...... omitted information . stupid lawyers .",1,1,0,0,0,0,0,0,0,0,0,0
mIcheal brown asked got ! think shot black racist !,0,0,0,0,0,0,0,0,0,0,0,0
"OK DIPSHITS : care 7 feet tall 600 pounds .  
 1 . BACKUP    2 . Use pepper spray   3 . Use baton    4 . Use taser   5 . Wait BACKUP   6 . Use GUN 
 SAYING MONKEY BLINDFOLDS HANDS TIED ? 
 ANYWAYS : preliminary autopsy showed shot 4 times LETHAL AREAS EXECUTED 2 GUNSHOT WOUNDS HEAD ! ! ! ! ! ! ! ! !",1,1,0,0,0,0,0,0,0,0,0,0
deserved killed smoke weed ... like fighting ... throw gang signs allegedly stole cigars ?,0,0,0,0,0,0,0,0,0,0,0,0
Great points .    Thank trying calmly dissect .    Praying truth comes handle truth .  ,0,0,0,0,0,0,0,0,0,0,0,0
"cell phone video shown anymore ? "" sorry "" message saying private .",0,0,0,0,0,0,0,0,0,0,0,0
"published Aug 17 , "" truth '' uncovered , know likely , nt assume know entire story investigated , Feds going investigate PD going years , case . think going know time goes , assuming know answers looked microscope misleading people",0,0,0,0,0,0,0,0,0,0,0,0
"guess wrong life . according analysis , police right shoot time sure dead . dead . proud officer . tells . hope children .",0,0,0,0,0,0,0,0,0,0,0,0
"Looks like media comes bogus clams cause division , things . question people truth , government planing ? & media fueling ?",0,0,0,0,0,0,0,0,0,0,0,0
"Stephan ve watching post ,   truth Henry Kissinger interested hearing opinion man ty .",0,0,0,0,0,0,0,0,0,0,0,0
"intellectual mature approach case 

 1- black man 32 older black men prison , dead stuck matrix truthers struggling . older men guide younger males , encounter police understanding deal cop . role models come rappers , advocate violence police . deers caught headlights potential life death encounter . ( Racism ) 

 2- black people ranting hate crime , clearly assaulted store clerk , indicates propensity violence Wilson . Stop pointing finger address problems black teens lack male role models . 

 3 - said , black people need address alternatives dealing suspects / victims non - lethal weaponry deal encounters . race start focus solutions possible violent encounter alternatives , progress police . 

 4- protest burn communities retalitation police , supports theory Brown product violent environment . burning businesses going solve problem police department ? counter - productive . 

 5 - hoax ....",0,0,0,0,0,0,0,0,0,0,0,0
"' freaking 2014 people racist , police awful  ",1,1,0,0,0,0,0,0,0,0,0,0
shot 3 times inside right arm palm hand hands surrender position ? consistent charging officer . consistent eye witness accounts said surrendering .,0,0,0,0,0,0,0,0,0,0,0,0
"Great video . wish focused shit police , thing keeping rioters supporters complete idiots .",1,1,0,0,1,0,0,0,0,0,0,0
"going ' viral ' - viewed 100,000 police .",0,0,0,0,0,0,0,0,0,0,0,0
thug going college    black people       crying ..      American Indians    crying .....   ,1,0,0,0,0,1,1,0,0,0,0,0
", guy gets high lot",0,0,0,0,0,0,0,0,0,0,0,0
"Michael Brown 13th person shot week 
 , notice share common . 
 http://tftppull.freethoughtllc.netdna-cdn.com/wp-content/uploads/2014/11/murdered-by-police.jpg",0,0,0,0,0,0,0,0,0,0,0,0
character matter un - armed killed hands ! ! ! ! ! ! Damn arrested kill . Fuck let OJ away murder kill boy stealing cigars,0,0,0,0,0,0,0,0,0,0,0,0
"Bullshit , best places live America , completely liberal , worst places live America , overwhelmingly republican . fact jack .",1,1,0,0,1,0,0,0,0,0,0,0
internet trolling time high,0,0,0,0,0,0,0,0,0,0,0,0
"want shoot , hardly wait till kids gets trouble police gets killed",1,1,0,1,0,0,0,0,0,0,0,0
great video thanks putting right away thinking usual . sad Young Turks channels went cliche thinking look like bunch hypocrites .,0,0,0,0,0,0,0,0,0,0,0,0
Blunt = addiction tobacco . blunt   keeps calling . play race card .,0,0,0,0,0,0,0,0,0,0,0,0
"Cops NEED given wide latitude self defense considering threats face incapacitated , high chance executed dam gun . o care shit ...",1,1,0,0,1,0,0,0,0,0,0,0
know held hands .    raises hand police Ferguson racist scumbag .    Watch tv count .    lot racist scumbags .,1,0,0,0,0,1,1,0,0,0,0,0
drugs *,0,0,0,0,0,0,0,0,0,0,0,0
"interesting , informative .  ",0,0,0,0,0,0,0,0,0,0,0,0
hoax  ,0,0,0,0,0,0,0,0,0,0,0,0
LOVE PICTURES BROWN ANGEL TUG .,1,0,0,0,0,1,1,0,0,0,0,0
@23:00 hear guy saying .. policemen stated 31 years service 8 officers died weapon shoot execution style . fuck Officer Wilson let 300 pound guy run 150ft -- big run fast assume ? 30 - 40 ft tell Brown freeze shoot ? Bs way tell .,1,1,0,1,1,0,0,0,0,0,0,0
black young woman like Stefan thinks . need people like country .,0,0,0,0,0,0,0,0,0,0,0,0
death ti white devil,1,0,0,0,0,1,1,0,0,0,0,0
major difference Zimmerman case shooter Zimmerman withheld taken custody .    News media able document Zimmerman injuries immediately .    case handled horribly lack immediate transparency .     true PO questioned cover - .    community history Police abuse missing videos alleged abuse occurred .    response media peaceful protesters showed complete lack understanding escalation .    Unlike authorities dealing potential Zimmerman looting riots PD case attacked protesters station near looting targets protect businesses .    Criminals opportunity distractions like storms blackout protests loot .    Authorities know .    know great propaganda protesters seen cause looting PD failed protect businesses .    illustrates 2nd Amendment valuable .    Business owners depended PD protection got looted business owners depended right bear arms looted .  ,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Brown positively identified assailant store supposed robbery , Darren Wilson aware robbery time encounter ..... clearly racist , unsubscribing ....",0,0,0,0,0,0,0,0,0,0,0,0
"need search Youtube ""   Actual CNN Doctored Audio # MichaelBrown Shooting   "" CNN caught changing evidence﻿",0,0,0,0,0,0,0,0,0,0,0,0
"informative , appreciate video !",0,0,0,0,0,0,0,0,0,0,0,0
"forgot add "" timeline "" suspect assaulted owner store threatens !",0,0,0,0,0,0,0,0,0,0,0,0
"Great video . Level - headed , cogent , fair . Unfortunately , cognitive dissonance confirmation bias taken hold discussion , breath fresh air . Thank , Stefan .",0,0,0,0,0,0,0,0,0,0,0,0
"Couple things missed sides argument . Firstly yes , guy dead , dead crime scene .... course cover body . 
 Secondly , officer called incident based multiple sources . odd .  
 addition , excuses strong armed robbery .... understand money weed need rob cigars . Regardless excuse getting shot street . ignore eyewitness accounts assume lying , 6 shots blatantly excessive .  
 Lastly , admit rapping law , mentioned rapped law . things come close smoking marijuana , course legal states , getting fights , teenagers .",0,0,0,0,0,0,0,0,0,0,0,0
hard believe guy ran officer shot . drug know illicit type behavior PCP .  ,0,0,0,0,0,0,0,0,0,0,0,0
Crazy likes video actually watching . video 38 mins video 39 mins long LOL,0,0,0,0,0,0,0,0,0,0,0,0
"update , 
 apologize fair report",0,0,0,0,0,0,0,0,0,0,0,0
"honestly believe Mike Brown actually trying cops gun cop sitting car ?    stupid think kid charge pointing gun beast high .  

  high Mike store easily .. epic fail sir .    officer toxicology test .    officer obviously scared going use weapon intimidated   Mike size .  

 officer know Mike stolen told dispatcher knew shooting area . 

 facts straight .  ",1,1,0,0,0,0,0,0,0,0,0,0
care Mike brown bullshit . clearly understood youtube guy racist dumb . points hold little water hate lies100 %,1,1,0,0,0,0,0,0,0,0,0,0
"police car far away body , officer realy good shot , assaulted ............... BS , wake , believe . deluded .    starts vid pointing media portrayed '' gentle giant '' goes use similar tactic discredit MB , refs pot making rap music . guy making vid dad , leave town",0,0,0,0,0,0,0,0,0,0,0,0
"focus happened officer confronted Brown lead death .   matters , focus .",0,0,0,0,0,0,0,0,0,0,0,0
"Dear Grindahz ( AKA pot called kettle black ): 
      Spelling List ,    Week 1 : 
 1 .    
 2 .    weather 
 3 .    
 4 .    
 5 .    
 6 .    way 
 7 .    weigh 
 8 .    Ferguson 
 9 .    stupid 
 10 . hypocrite 
 Stay tuned Grammar , Lesson 1 , & Punctuation , Lesson 1 .",0,0,0,0,0,0,0,0,0,0,0,0
"thug named Brown , 
 rushed cop frown . 
 bullets later , met creator . 
 homies burn town .",1,1,0,1,0,1,1,0,0,0,0,0
lmao reads dudes raps best,0,0,0,0,0,0,0,0,0,0,0,0
"Stef, ... agree facts case grey , realize cops getting caught acts unjustified violence daily bases , getting caught video writing narrative brutality thuggery public tolerate longer , .... POLICE BRUTALITY - Recording Police Dangerous , Necessary !",0,0,0,0,0,0,0,0,0,0,0,0
"watched Zimmerman case video SHIT . smell hate seeping . bringing RAP music listens ,   sound - cloud   charcter look foolish dangerous possible . wants respond , FUCK AZ WELL> .. effort destroy Mike Brown character bringing smoking habits got shot . tone perfectly chosen words use makes Brown look like "" Unstable "" . Look detail u went trhu slay Brown character .",1,1,0,0,1,0,0,0,0,0,0,0
"Remember , looting(stealing ) blacks purely gain free goods . Mike Brown . Yea right . excuse steal - pure simple . good , concise introspective Steffan . folks live grievance . follows perfectly white guilt segment . em rollin .",1,0,0,0,0,1,1,0,0,0,0,0
"Pants , loot !",0,0,0,0,0,0,0,0,0,0,0,0
researcher plan examine facts mention bullshit rumours . Trayvon martin iced tea skittles FACTS . Speculation victim blaming actually . Stop trying pretend yo examining facts  ,1,1,0,1,0,0,0,0,0,0,0,0
"line : Michael Brown drug addict criminal , violent criminal . 
 feel bad got killed , criminal ?",1,1,0,0,0,0,0,0,0,0,0,0
"want know shot . pretty tell story . shot , rest matters .",0,0,0,0,0,0,0,0,0,0,0,0
hahahahaha molyneux reciting rap lyrics intense,0,0,0,0,0,0,0,0,0,0,0,0
deadly force fine line m brutal s winning,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Brown , research , ( opinion ) man dangerous rob store weapon , dangerous criminal "" gentle giant "" proof shows Brown attacked Wilson peace officer . beginning race issue , government media created race issue . attack Constitutional rights .",0,0,0,0,0,0,0,0,0,0,0,0
thinking getting bunch facts . Lean skittles iced tea . Wilson know robbery . video bunch poppy cock ! Thank wasting time .,1,1,0,1,0,0,0,0,0,0,0,0
medical cannabis ? guy liked couple face book fighting pages mean necessarily aggressive,0,0,0,0,0,0,0,0,0,0,0,0
"LOL , trayvon online "" nolimitnigga "" . people got mad piece human trash like got shot ?",1,1,0,1,0,1,1,0,0,0,0,0
oh brown armed ..... big muscular arms,0,0,0,0,0,0,0,0,0,0,0,0
time reported Mr. Brown approached officer . officer engaged young men . Mr. Brown ran away officer reported   fired     flight .. inconsistent turned confront cop    hit bullet . like black folks listen spin video . given weight eye witness reports . video discredit dead young man .,0,0,0,0,0,0,0,0,0,0,0,0
Nicely .,0,0,0,0,0,0,0,0,0,0,0,0
"Mr. Stefan Molyneux Mr. Wilson drive .    multifple stories , deserve fair trial .    Wilson law enforcer firm happened .    good Wilson speaks .    truly respect officer , talk public .    hiding .",0,0,0,0,0,0,0,0,0,0,0,0
"people saying cop justified heres new video witnesses saying Mr Brown hands .  

 http://www.cnn.com/2014/09/10/us/ferguson-michael-brown-shooting-witnesses/",0,0,0,0,0,0,0,0,0,0,0,0
"big problem case shooting Michael Brown , militarized police response primarily peaceful protesters police suppression media coverage .  ",0,0,0,0,0,0,0,0,0,0,0,0
Yea fuck store clerk ! dare try job .,1,1,0,1,1,0,0,0,0,0,0,0
"info Mike Brown - bringing fact Darrin Wilson tested positive ( illegal , mood altering , non prescription ) steroids post shooting toxicology test ? ?   wonder info given Grand Jury ? Doubtful .",0,0,0,0,0,0,0,0,0,0,0,0
Great vid .,0,0,0,0,0,0,0,0,0,0,0,0
"real question needs asked . "" Mike Brown rush cop drawn weapon shot ? "" way answer true colors . think Black male disregard life , kill cop escalate punishment probation ( petty theft ) Death Penalty ( killing cop ) utterly absurd . truly believe going start college week , sorry racist .",0,0,0,0,0,0,0,0,0,0,0,0
18 - year - old useless negro barely pass inner - city high school . glad shot dead street like dog.﻿,1,0,0,0,0,1,1,0,0,0,0,0
"moving , thought ! ! !",0,0,0,0,0,0,0,0,0,0,0,0
"police concentrate investigation "" people ""    ( called ) misbehaving . hope   investigation gets cancelled   behave let police work .   says guy committed suicide cop attacking   police   place . clear . disrespect Police way .",1,1,0,1,0,0,0,0,0,0,0,0
